Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,27.1,27.6,28.1,28.6,29.1,29.6,30.2,30.7,31.2,31.7,32.2,32.8,33.4,33.9,34.5,35.0
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,69.5,74.8,76.2,77.5,79.0,80.7,82.5,84.3,78.6,80.5,82.4,84.3,86.6,88.6,90.9,93.1
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,26.4,29.2,29.7,30.2,30.8,31.6,32.4,33.3,41.5,42.5,43.6,44.7,45.9,46.9,47.9,48.9
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,20.3,20.7,21.1,21.6,22.0,22.6,23.2,23.7,24.2,24.7,25.3,25.8,26.3,26.8,27.3,27.7
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,21.0,21.7,22.1,22.4,22.8,23.1,23.5,24.0,24.3,24.7,25.2,25.6,26.2,26.7,27.2,27.6
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,31.2,32.2,32.7,33.1,33.8,34.3,35.0,35.6,36.2,36.8,37.5,38.2,39.1,40.0,40.8,41.6
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,38.2,40.3,40.9,41.4,42.1,43.0,43.8,44.4,45.3,46.0,46.8,47.6,48.3,49.2,50.0,50.7
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,11.8,12.2,12.4,12.5,12.8,12.9,13.2,13.4,13.6,13.9,14.2,14.4,14.6,14.9,15.1,15.3
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1311.3,1367.4,1395.9,1424.1,1458.2,1491.5,1526.1,1558.8,1589.6,1623.9,1659.2,1687.5,1725.3,1763.7,1804.2,1845.4
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,120.8,120.5,122.6,124.6,126.8,128.6,130.1,131.8,133.5,135.3,137.5,139.1,141.7,144.6,147.8,150.4
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.1,69.5,70.5,71.4,72.5,73.6,74.7,76.2
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1,96.9,99.9
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,81.4,86.5,87.9,89.7,91.6,93.5,95.6,97.5,99.2,101.1,103.2,105.4,107.8,110.3,112.8,115.3
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,58.8,60.3,61.5,63.0,64.6,66.0,67.6,69.2,70.7,72.4,74.1,75.7,77.6,79.4,81.2,83.0
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,106.1,111.3,113.8,116.3,119.3,122.4,125.6,128.4,131.0,133.9,137.2,139.2,142.4,145.7,149.1,152.7
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,97.6,99.0,101.9,104.6,107.2,109.8,112.7,115.3,117.4,120.0,122.9,125.5,128.9,132.1,135.4,139.3
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,113.8,118.0,120.5,123.2,126.1,128.9,131.9,134.9,137.7,140.9,144.1,147.4,150.9,154.7,158.6,162.5
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,104.1,111.0,113.5,115.6,118.7,121.5,124.3,126.6,129.1,131.7,134.2,135.4,137.9,140.6,143.6,146.6
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,48.3,51.6,52.5,53.4,54.4,55.4,56.5,57.5,58.6,59.7,60.9,62.0,63.3,64.7,66.2,67.5
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,34.8,37.1,37.8,38.5,39.2,39.8,40.5,41.1,41.9,42.8,43.7,44.6,45.7,46.5,47.2,48.2
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,54.9,61.0,62.2,63.6,65.0,66.9,68.7,70.5,72.5,74.4,76.2,77.9,79.6,81.3,83.4,85.4
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,76.3,82.5,84.1,85.6,87.6,89.6,91.7,93.9,95.8,97.8,100.0,101.9,104.1,106.3,108.7,111.2
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,158.5,163.9,168.1,171.8,176.7,181.8,187.1,192.1,197.3,202.8,208.6,213.5,219.9,131.9,135.6,139.1
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,150.4,154.9,157.6,160.5,164.4,167.9,171.4,174.8,109.2,111.1,112.9,113.8,115.7,117.6,119.7,121.8
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,105.5,109.8,111.9,113.7,116.6,119.4,122.4,125.2,127.6,130.5,133.2,134.7,137.3,140.3,143.3,146.3
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,429.8,442.2,446.4,450.2,457.1,463.2,470.6,477.9,485.5,496.8,505.7,513.8,524.1,534.8,544.8,554.7
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,66.9,67.9,68.7,68.6,68.5,68.1,68.1,68.2,68.8,69.1,72.7,73.9,75.6,78.1,80.5,82.8
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,39.1,40.1,39.7,39.3,40.0,40.6,41.6,42.2,43.1,43.4,44.0,44.5,44.8,45.2,46.2,47.2
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,4.7,4.8,4.9,4.9,5.0
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,18.7,15.7,15.2,15.0,15.0,15.0,15.1,15.2,15.3,18.5,18.8,19.1,19.4,19.7,19.7,19.6
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,59.8,66.1,67.0,68.0,69.3,70.6,71.8,73.0,74.0,75.3,76.6,77.8,79.2,80.5,81.8,83.3
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,43.2,47.8,48.8,49.7,50.9,51.9,52.9,53.8,54.8,56.1,57.1,58.1,59.2,60.3,61.4,62.5
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,51.3,51.1,52.3,53.2,54.6,56.2,57.9,59.6,61.2,63.2,62.3,63.5,65.5,67.3,68.9,70.5
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,40.2,41.3,41.8,42.3,43.0,43.8,44.5,45.3,46.0,46.8,43.8,43.8,44.6,45.2,46.1,46.7
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,11.1,8.4,8.1,7.8,7.6,7.4,7.3,7.3,7.2,7.3,7.4,7.7,7.8,8.1,7.9,7.8
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,19.2,18.5,18.0,17.8,18.0,17.7,18.0,18.3,18.5,18.5,18.5,18.6,19.0,19.2,19.3,19.5
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,80.3,85.3,86.8,88.5,90.2,91.9,93.4,95.0,96.6,98.6,100.6,102.1,104.2,106.3,108.1,109.8
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,1135.6,1203.0,1224.2,1244.2,1267.7,1293.7,1319.5,1344.9,1369.5,1397.3,1427.3,1456.6,1489.1,1523.2,1558.4,1591.9
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,223.3,231.1,235.2,239.2,243.5,248.6,253.5,302.6,308.2,314.7,322.1,331.9,340.2,349.0,358.3,366.8000000000001
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,49.6,54.0,54.8,55.7,56.7,57.9,59.0,60.2,61.3,62.5,63.9,65.3,66.7,68.2,69.7,71.3
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,80.9,88.8,90.5,92.0,94.0,95.9,97.9,99.6,101.7,104.0,106.3,108.5,111.0,113.5,116.3,118.9
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,92.0,101.9,103.9,105.8,107.9,110.1,112.5,85.4,87.2,89.1,91.2,91.8,93.9,96.2,98.5,100.8
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,65.9,71.1,72.2,73.3,74.7,76.1,77.5,78.9,80.2,81.6,83.1,84.6,86.2,87.8,89.5,91.2
1714219,Pop tumani,Папский район,Pop district,Поп тумани,88.4,93.4,95.1,96.7,98.7,100.5,102.4,104.4,106.0,108.0,110.0,111.9,114.0,116.3,118.5,120.6
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,90.3,94.5,96.4,98.1,100.0,102.3,104.7,106.9,109.0,111.3,113.8,115.2,118.1,121.1,124.0,126.8
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,94.4,98.1,99.9,101.5,103.5,106.0,108.1,99.5,101.6,103.8,106.1,108.4,111.0,113.6,116.3,118.9
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,71.6,73.6,74.7,75.8,77.0,78.6,79.9,81.3,82.7,84.2,85.9,87.5,89.2,91.1,93.0,94.7
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,80.9,84.9,86.3,87.7,89.3,91.1,93.0,93.7,95.5,97.4,99.4,101.2,103.3,105.5,107.8,110.1
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,110.1,114.9,116.9,118.6,120.8,123.1,125.6,128.0,130.1,132.6,135.3,137.7,140.3,143.0,146.0,149.0
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,88.2,96.7,98.3,99.8,101.6,103.5,105.4,104.4,106.0,108.1,110.2,112.6,115.2,117.9,120.5,122.8
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,1560.9,1633.3,1661.8,1691.1,1725.3,1761.6,1797.3,1832.2,1868.0,1909.1,1949.7,1985.7,2028.5,2073.2,2119.6,2165.5
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,199.8,192.8,239.7,241.8,244.7,247.5,250.5,253.0,256.0,260.4,264.4,267.1,272.1,277.6,283.7,289.0
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,38.7,39.4,40.0,40.1,40.7,41.3,42.1,42.8,43.3,43.9,44.7,45.2,45.9,46.7,47.4,47.8
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,60.7,65.2,67.8,69.0,70.5,71.9,73.6,75.0,76.7,78.2,80.0,81.6,83.4,85.4,87.5,89.6
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,75.2,78.6,80.0,81.4,83.4,85.5,87.3,89.2,91.1,93.1,95.0,96.7,98.6,100.7,103.0,105.6
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,67.7,71.1,72.3,73.6,75.3,77.2,78.8,80.6,82.5,84.6,86.8,88.8,91.1,93.2,95.6,97.9
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,97.4,105.2,107.1,109.4,111.8,114.2,116.8,119.1,121.7,124.6,127.4,130.0,133.0,136.0,139.0,142.4
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,110.0,114.9,117.1,119.5,122.1,124.7,127.3,129.9,132.5,135.3,138.1,140.4,143.3,146.2,149.1,152.2
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,51.7,54.7,55.7,57.1,58.6,60.1,61.4,62.7,64.0,65.4,66.8,68.1,69.6,71.0,72.4,73.7
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,84.7,92.8,93.9,95.3,96.9,98.8,100.9,102.7,104.3,106.2,108.0,109.5,111.5,113.6,115.7,117.8
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,102.1,106.4,108.4,110.4,112.6,115.1,117.6,120.3,122.9,126.0,129.0,131.7,134.7,138.2,141.6,145.0
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,140.0,146.7,149.5,152.4,155.8,159.3,162.8,166.1,169.6,173.5,177.3,180.8,184.6,188.5,192.9,197.5
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,60.1,61.2,61.9,62.7,63.7,64.9,66.0,67.2,68.4,70.0,71.3,72.5,73.5,74.7,75.9,77.0
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,141.5,151.5,108.4,110.4,112.9,115.5,117.5,119.7,121.9,124.5,127.2,129.6,132.1,135.1,138.0,141.0
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,58.3,61.7,63.1,64.7,66.3,67.8,69.3,70.8,72.2,73.8,75.4,76.9,78.7,80.3,82.1,83.8
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,195.4,207.6,212.0,216.6,221.4,227.1,232.7,238.4,244.2,250.8,257.2,263.4,270.2,277.1,284.1,291.0
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,77.6,83.5,84.9,86.7,88.6,90.7,92.7,94.7,96.7,98.8,101.1,103.4,106.2,108.9,111.6,114.2
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,1045.4,1093.7,1115.7,1137.1,1162.2,1188.2,1216.4,1242.5,1269.3,1298.1,1328.4,1354.7,1387.0,1419.3,1455.8,1490.9
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,64.4,65.3,66.1,66.4,66.8,67.7,69.0,69.9,70.6,71.3,88.6,90.2,93.5,96.3,99.0,101.7
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,67.9,73.9,75.4,77.0,78.9,80.6,82.6,84.5,86.4,88.4,90.6,92.5,94.5,96.6,99.0,101.5
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,51.9,54.5,55.6,56.8,58.1,59.4,60.7,62.1,63.3,64.6,66.0,67.4,68.9,70.3,72.0,73.6
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,38.9,40.0,41.1,42.2,43.3
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,48.4,50.5,51.6,52.7,53.9,55.2,56.5,57.7,58.9,60.2,59.1,60.2,61.3,62.5,63.8,65.1
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,56.2,57.2,58.5,59.9,61.3,62.7,64.3,65.8,67.0,68.5,70.1,71.5,72.9,74.6,76.3,78.0
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,158.9,165.8,168.7,171.9,175.9,179.8,184.1,188.3,192.3,191.7,196.3,200.2,204.4,209.3,214.9,220.2
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,86.0,92.2,94.2,95.9,97.9,99.9,102.4,104.6,106.7,109.2,111.7,114.0,116.6,119.2,122.6,125.6
